weatherid,date,temperature,proportionfullyvaccinated,ratechangecases
8100885,2021-11-01,1.5,77.425,911.1375
8100885,2021-12-01,-5.5,78.95,1247.26
8100885,2022-01-01,-14.3,78.1,2748.882
8100885,2022-02-01,-10.6,80.1,4120.7227
8100885,2022-03-01,-4.7,80.95,5373.8276
8100885,2022-04-01,2.5,81.23333,7126.014
8100885,2022-05-01,9.6,81.4,7974.9575
8100885,2022-06-01,14.5,81.6,8254.52
8100885,2022-07-01,19.1,81.6,8676.096
8100885,2022-08-01,18.8,81.7,9118.865
8100885,2022-09-01,13.7,81.8,9433.375
8100885,2022-10-01,9.3,81.9,9778.034
8100885,2022-11-01,0.9,82.0,10100.78
8100885,2022-12-01,-4.0,82.0,10426.506
8100885,2023-01-01,-7.1,82.05,10709.662
8100989,2020-12-01,-2.0,0.0,69.235
8100989,2021-01-01,-5.7,0.26,113.808
8100989,2021-02-01,-7.1,1.15,171.9375
8100989,2021-03-01,-2.2,1.5,184.04
8100989,2021-04-01,4.7,2.275,214.855
8100989,2021-05-01,10.0,4.28,253.356
8100989,2021-06-01,18.0,14.35,283.015
8100989,2021-07-01,18.2,49.08,288.918
8100989,2021-08-01,21.0,63.425,315.7425
8100989,2021-09-01,15.1,69.15,395.2575
8100989,2021-10-01,10.0,73.62,683.668
8100989,2021-11-01,2.0,77.425,911.1375
8100989,2021-12-01,-4.1,78.95,1247.26
8100989,2022-01-01,-12.2,78.1,2748.882
8100989,2022-02-01,-6.9,80.1,4120.7227
8100989,2022-03-01,-2.6,80.95,5373.8276
8100989,2022-04-01,3.9,81.23333,7126.014
8100989,2022-05-01,11.6,81.4,7974.9575
8100989,2022-06-01,15.8,81.6,8254.52
8100989,2022-07-01,20.4,81.6,8676.096
8100989,2022-08-01,19.8,81.7,9118.865
8100989,2022-09-01,14.6,81.8,9433.375
8100989,2022-10-01,10.9,81.9,9778.034
8100989,2022-11-01,2.5,82.0,10100.78
8100989,2022-12-01,-2.2,82.0,10426.506
8100989,2023-01-01,-5.5,82.05,10709.662
8200255,2020-12-01,4.4,0.0,139.035
8200255,2021-01-01,0.5,0.18,151.354
8200255,2021-02-01,-0.2,0.85,157.2725
8200255,2021-03-01,1.8,1.875,164.505
8200255,2021-04-01,6.1,3.225,179.9525
8200255,2021-05-01,8.7,4.02,424.272
8200255,2021-06-01,12.3,8.725,563.2875
8200255,2021-07-01,14.8,46.96,575.646
8200255,2021-08-01,16.0,67.35,583.4175
8200255,2021-09-01,15.2,71.475,613.94
8200255,2021-10-01,13.1,75.3,693.696
8200255,2021-11-01,7.3,78.55,775.7225
8200255,2021-12-01,3.5,80.625,1035.0325
8200255,2022-01-01,-1.3,79.68,2853.71
8200255,2022-02-01,-0.3,81.875,4202.285
8200255,2022-03-01,2.9,83.075,4882.54
8200255,2022-04-01,6.0,83.53333,7490.922
8200255,2022-05-01,9.2,83.85,9468.46
8200255,2022-06-01,12.3,84.0,10203.532
8200255,2022-07-01,13.9,84.1,10967.72
8200255,2022-08-01,15.8,84.3,11700.41
8200255,2022-09-01,15.5,84.4,12159.942
8200255,2022-10-01,13.1,84.5,12614.362
8200255,2022-11-01,7.5,84.7,12952.07
8200255,2022-12-01,3.9,84.9,13197.772
8200255,2023-01-01,3.2,85.1,13532.005
8200558,2020-12-01,3.5,0.0,139.035
8200558,2021-01-01,-0.4,0.18,151.354
8200558,2021-02-01,-1.7,0.85,157.2725
8200558,2021-03-01,0.0,1.875,164.505
8200558,2021-04-01,4.9,3.225,179.9525
8200558,2021-05-01,7.2,4.02,424.272
8200558,2021-06-01,11.7,8.725,563.2875
8200558,2021-07-01,15.9,46.96,575.646
8200558,2021-08-01,17.8,67.35,583.4175
8200558,2021-09-01,16.7,71.475,613.94
8200558,2021-10-01,12.5,75.3,693.696
8200558,2021-11-01,7.1,78.55,775.7225
8200558,2021-12-01,1.5,80.625,1035.0325
8200558,2022-01-01,-2.1,79.68,2853.71
8200558,2022-02-01,-1.9,81.875,4202.285
8200558,2022-03-01,0.6,83.075,4882.54
8200558,2022-04-01,4.3,83.53333,7490.922
8200558,2022-05-01,7.5,83.85,9468.46
8200558,2022-06-01,12.2,84.0,10203.532
8200558,2022-07-01,14.5,84.1,10967.72
8200558,2022-08-01,19.0,84.3,11700.41
8200558,2022-09-01,16.9,84.4,12159.942
8200558,2022-10-01,12.7,84.5,12614.362
8200558,2022-11-01,6.7,84.7,12952.07
8200558,2022-12-01,3.3,84.9,13197.772
8200558,2023-01-01,1.7,85.1,13532.005
8200574,2020-12-01,2.2,0.0,139.035
8200574,2021-01-01,-2.1,0.18,151.354
8200574,2021-02-01,-3.0,0.85,157.2725
8200574,2021-03-01,0.4,1.875,164.505
8200574,2021-04-01,6.9,3.225,179.9525
8200574,2021-05-01,9.5,4.02,424.272
8200574,2021-06-01,17.0,8.725,563.2875
8200574,2021-07-01,18.4,46.96,575.646
8200574,2021-08-01,19.8,67.35,583.4175
8200574,2021-09-01,16.2,71.475,613.94
8200574,2021-10-01,10.5,75.3,693.696
8200574,2021-11-01,4.5,78.55,775.7225
8200574,2021-12-01,-0.3,80.625,1035.0325
8200574,2022-01-01,-4.8,79.68,2853.71
8200574,2022-02-01,-3.5,81.875,4202.285
8200574,2022-03-01,0.8,83.075,4882.54
8200574,2022-04-01,5.5,83.53333,7490.922
8200574,2022-05-01,10.6,83.85,9468.46
8200574,2022-06-01,15.3,84.0,10203.532
8200574,2022-07-01,18.8,84.1,10967.72
8200574,2022-08-01,20.6,84.3,11700.41
8200574,2022-09-01,15.6,84.4,12159.942
8200574,2022-10-01,11.2,84.5,12614.362
8200574,2022-11-01,5.9,84.7,12952.07
8200574,2022-12-01,1.6,84.9,13197.772
8200574,2023-01-01,0.7,85.1,13532.005
8200604,2020-12-01,4.0,0.0,139.035
8200604,2021-01-01,0.2,0.18,151.354
8200604,2021-02-01,-0.6,0.85,157.2725
8200604,2021-03-01,1.7,1.875,164.505
8200604,2021-04-01,6.0,3.225,179.9525
8200604,2021-05-01,9.6,4.02,424.272
8200604,2021-06-01,14.4,8.725,563.2875
8200604,2021-07-01,15.3,46.96,575.646
8200604,2021-08-01,17.0,67.35,583.4175
8200604,2021-09-01,15.6,71.475,613.94
8200604,2021-10-01,12.6,75.3,693.696
8200604,2021-11-01,7.3,78.55,775.7225
8200604,2021-12-01,3.0,80.625,1035.0325
8200604,2022-01-01,-1.9,79.68,2853.71
8200604,2022-02-01,-0.6,81.875,4202.285
8200604,2022-03-01,2.5,83.075,4882.54
8200604,2022-04-01,6.2,83.53333,7490.922
8200604,2022-05-01,10.0,83.85,9468.46
8200604,2022-06-01,13.3,84.0,10203.532
8200604,2022-07-01,16.9,84.1,10967.72
8200604,2022-08-01,17.2,84.3,11700.41
8200604,2022-09-01,14.8,84.4,12159.942
8200604,2022-10-01,12.7,84.5,12614.362
8200604,2022-11-01,7.6,84.7,12952.07
8200604,2022-12-01,3.2,84.9,13197.772
8200604,2023-01-01,2.3,85.1,13532.005
8200774,2020-12-01,2.4,0.0,139.035
8200774,2021-01-01,-1.9,0.18,151.354
8200774,2021-02-01,-3.4,0.85,157.2725
8200774,2021-03-01,0.3,1.875,164.505
8200774,2021-04-01,5.0,3.225,179.9525
8200774,2021-05-01,9.6,4.02,424.272
8200774,2021-06-01,18.1,8.725,563.2875
8200774,2021-07-01,18.3,46.96,575.646
8200774,2021-08-01,21.2,67.35,583.4175
8200774,2021-09-01,17.2,71.475,613.94
8200774,2021-10-01,12.0,75.3,693.696
8200774,2021-11-01,6.4,78.55,775.7225
8200774,2021-12-01,-1.2,80.625,1035.0325
8200774,2022-01-01,-6.2,79.68,2853.71
8200774,2022-02-01,-3.9,81.875,4202.285
8200774,2022-03-01,-0.2,83.075,4882.54
8200774,2022-04-01,4.7,83.53333,7490.922
8200774,2022-05-01,10.2,83.85,9468.46
8200774,2022-06-01,15.3,84.0,10203.532
8200774,2022-07-01,20.8,84.1,10967.72
8200774,2022-08-01,21.2,84.3,11700.41
8200774,2022-09-01,17.0,84.4,12159.942
8200774,2022-10-01,13.0,84.5,12614.362
8200774,2022-11-01,6.4,84.7,12952.07
8200774,2022-12-01,1.8,84.9,13197.772
8200774,2023-01-01,-0.2,85.1,13532.005
8300301,2020-12-01,1.0,0.0,51.2625
8300301,2021-01-01,-3.3,0.72,61.636
8300301,2021-02-01,-5.1,2.85,68.8375
8300301,2021-03-01,-1.3,3.525,86.265
8300301,2021-04-01,4.5,5.5,97.9875
8300301,2021-05-01,8.5,7.22,111.9
8300301,2021-06-01,17.4,12.2,120.6875
8300301,2021-07-01,17.6,35.76,121.86
8300301,2021-08-01,20.5,62.95,129.185
8300301,2021-09-01,16.1,72.175,153.055
8300301,2021-10-01,10.4,76.54,181.618
8300301,2021-11-01,4.5,79.725,198.9025
8300301,2021-12-01,-1.5,81.3,295.8625
8300301,2022-01-01,-7.1,79.86,2514.412
8300301,2022-02-01,-5.0,82.05,6414.0425
8300301,2022-03-01,-1.3,83.6,12172.0625
8300301,2022-04-01,3.9,84.13332999999999,18406.215
8300301,2022-05-01,9.5,84.45,21671.85
8300301,2022-06-01,15.2,84.6,23095.943
8300301,2022-07-01,20.2,84.7,25848.682
8300301,2022-08-01,20.2,84.9,28552.68
8300301,2022-09-01,14.8,85.0,29896.508
8300301,2022-10-01,11.9,85.2,30885.71
8300301,2022-11-01,4.8,85.4,31723.088
8300301,2022-12-01,-0.3,85.6,32397.828
8300301,2023-01-01,-2.1,85.75,32829.93
8300497,2020-12-01,1.8,0.0,51.2625
8300497,2021-01-01,-2.8,0.72,61.636
8300497,2021-02-01,-3.5,2.85,68.8375
8300497,2021-03-01,-0.8,3.525,86.265
8300497,2021-04-01,4.3,5.5,97.9875
8300497,2021-05-01,9.2,7.22,111.9
8300497,2021-06-01,18.8,12.2,120.6875
8300497,2021-07-01,18.5,35.76,121.86
8300497,2021-08-01,20.9,62.95,129.185
8300497,2021-09-01,17.4,72.175,153.055
8300497,2021-10-01,10.8,76.54,181.618
8300497,2021-11-01,4.7,79.725,198.9025
8300497,2021-12-01,-0.9,81.3,295.8625
8300497,2022-01-01,-7.0,79.86,2514.412
8300497,2022-02-01,-5.0,82.05,6414.0425
8300497,2022-03-01,-0.6,83.6,12172.0625
8300497,2022-04-01,4.5,84.13332999999999,18406.215
8300497,2022-05-01,10.9,84.45,21671.85
8300497,2022-06-01,16.1,84.6,23095.943
8300497,2022-07-01,20.5,84.7,25848.682
8300497,2022-08-01,20.5,84.9,28552.68
8300497,2022-09-01,14.7,85.0,29896.508
8300497,2022-10-01,11.3,85.2,30885.71
8300497,2022-11-01,4.0,85.4,31723.088
8300497,2022-12-01,-0.2,85.6,32397.828
8300497,2023-01-01,-3.4,85.75,32829.93
8300562,2020-12-01,3.9,0.0,51.2625
8300562,2021-01-01,-2.6,0.72,61.636
8300562,2021-02-01,-4.1,2.85,68.8375
8300562,2021-03-01,-0.8,3.525,86.265
8300562,2021-04-01,4.1,5.5,97.9875
8300562,2021-05-01,8.1,7.22,111.9
8300562,2021-06-01,17.3,12.2,120.6875
8300562,2021-07-01,17.6,35.76,121.86
8300562,2021-08-01,20.4,62.95,129.185
8300562,2021-09-01,15.9,72.175,153.055
8300562,2021-10-01,10.7,76.54,181.618
8300562,2021-11-01,5.5,79.725,198.9025
8300562,2021-12-01,-0.4,81.3,295.8625
8300562,2022-01-01,-6.8,79.86,2514.412
8300562,2022-02-01,-4.6,82.05,6414.0425
8300562,2022-03-01,-1.1,83.6,12172.0625
8300562,2022-04-01,3.3,84.13332999999999,18406.215
8300562,2022-05-01,9.5,84.45,21671.85
8300562,2022-06-01,14.7,84.6,23095.943
8300562,2022-07-01,20.0,84.7,25848.682
8300562,2022-08-01,20.2,84.9,28552.68
8300562,2022-09-01,15.1,85.0,29896.508
8300562,2022-10-01,11.9,85.2,30885.71
8300562,2022-11-01,5.5,85.4,31723.088
8300562,2022-12-01,0.7,85.6,32397.828
8300562,2023-01-01,-1.2,85.75,32829.93
8300590,2020-12-01,1.7,0.0,51.2625
8300590,2021-01-01,-2.5,0.72,61.636
8300590,2021-02-01,-4.5,2.85,68.8375
8300590,2021-03-01,-0.6,3.525,86.265
8300590,2021-04-01,3.9,5.5,97.9875
8300590,2021-05-01,8.4,7.22,111.9
8300590,2021-06-01,17.8,12.2,120.6875
8300590,2021-07-01,17.9,35.76,121.86
8300590,2021-08-01,20.9,62.95,129.185
8300590,2021-09-01,16.6,72.175,153.055
8300590,2021-10-01,11.0,76.54,181.618
8300590,2021-11-01,5.2,79.725,198.9025
8300590,2021-12-01,-0.6,81.3,295.8625
8300590,2022-01-01,-6.6,79.86,2514.412
8300590,2022-02-01,-4.7,82.05,6414.0425
8300590,2022-03-01,-1.1,83.6,12172.0625
8300590,2022-04-01,3.6,84.13332999999999,18406.215
8300590,2022-05-01,9.9,84.45,21671.85
8300590,2022-06-01,15.5,84.6,23095.943
8300590,2022-07-01,20.6,84.7,25848.682
8300590,2022-08-01,20.6,84.9,28552.68
8300590,2022-09-01,15.5,85.0,29896.508
8300590,2022-10-01,12.5,85.2,30885.71
8300590,2022-11-01,5.6,85.4,31723.088
8300590,2022-12-01,0.8,85.6,32397.828
8300590,2023-01-01,-1.5,85.75,32829.93
8300596,2020-12-01,0.7,0.0,51.2625
8300596,2021-01-01,-4.3,0.72,61.636
8300596,2021-02-01,-5.6,2.85,68.8375
8300596,2021-03-01,-1.7,3.525,86.265
8300596,2021-04-01,4.3,5.5,97.9875
8300596,2021-05-01,8.8,7.22,111.9
8300596,2021-06-01,17.8,12.2,120.6875
8300596,2021-07-01,17.9,35.76,121.86
8300596,2021-08-01,20.3,62.95,129.185
8300596,2021-09-01,16.0,72.175,153.055
8300596,2021-10-01,10.9,76.54,181.618
8300596,2021-11-01,4.3,79.725,198.9025
8300596,2021-12-01,-1.7,81.3,295.8625
8300596,2022-01-01,-7.9,79.86,2514.412
8300596,2022-02-01,-5.7,82.05,6414.0425
8300596,2022-03-01,-1.6,83.6,12172.0625
8300596,2022-04-01,4.4,84.13332999999999,18406.215
8300596,2022-05-01,10.5,84.45,21671.85
8300596,2022-06-01,15.8,84.6,23095.943
8300596,2022-07-01,19.9,84.7,25848.682
8300596,2022-08-01,20.7,84.9,28552.68
8300596,2022-09-01,15.2,85.0,29896.508
8300596,2022-10-01,12.4,85.2,30885.71
8300596,2022-11-01,4.7,85.4,31723.088
8300596,2022-12-01,-0.3,85.6,32397.828
8300596,2023-01-01,-2.7,85.75,32829.93
8400601,2020-12-01,2.0,0.0,69.8225
8400601,2021-01-01,-1.0,0.26,75.404
8400601,2021-02-01,-2.5,1.15,141.7375
8400601,2021-03-01,-0.8,1.825,192.3125
8400601,2021-04-01,3.2,1.9,197.1125
8400601,2021-05-01,6.6,1.98,225.486
8400601,2021-06-01,12.8,8.125,260.85
8400601,2021-07-01,15.1,36.9,269.824
8400601,2021-08-01,17.2,64.05,276.4875
8400601,2021-09-01,14.1,72.825,296.88
8400601,2021-10-01,7.9,78.06,359.182
8400601,2021-11-01,5.9,82.75,385.5225
8400601,2021-12-01,-0.5,85.45,419.6525
8400601,2022-01-01,-2.2,85.94,2156.884
8400601,2022-02-01,-3.5,89.125,3967.605
8400601,2022-03-01,-1.6,90.55,6024.7974
8400601,2022-04-01,2.1,90.933334,8020.656
8400601,2022-05-01,6.1,91.15,8627.883
8400601,2022-06-01,11.1,91.3,8956.798
8400601,2022-07-01,17.5,91.4,9311.75
8400601,2022-08-01,18.9,91.5,9622.28
8400601,2022-09-01,14.5,91.5,9796.055
8400601,2022-10-01,11.1,91.6,9953.192
8400601,2022-11-01,3.1,91.7,10118.742
8400601,2022-12-01,1.1,91.8,10246.06
8400601,2023-01-01,-0.8,91.95,10336.673
8400812,2020-12-01,-0.2,0.0,69.8225
8400812,2021-01-01,-4.2,0.26,75.404
8400812,2021-02-01,-5.7,1.15,141.7375
8400812,2021-03-01,-4.8,1.825,192.3125
8400812,2021-04-01,3.9,1.9,197.1125
8400812,2021-05-01,7.1,1.98,225.486
8400812,2021-06-01,13.5,8.125,260.85
8400812,2021-07-01,14.6,36.9,269.824
8400812,2021-08-01,17.8,64.05,276.4875
8400812,2021-09-01,13.6,72.825,296.88
8400812,2021-10-01,7.7,78.06,359.182
8400812,2021-11-01,3.9,82.75,385.5225
8400812,2021-12-01,-3.1,85.45,419.6525
8400812,2022-01-01,-5.4,85.94,2156.884
8400812,2022-02-01,-6.7,89.125,3967.605
8400812,2022-03-01,-4.5,90.55,6024.7974
8400812,2022-04-01,1.4,90.933334,8020.656
8400812,2022-05-01,6.3,91.15,8627.883
8400812,2022-06-01,13.5,91.3,8956.798
8400812,2022-07-01,16.3,91.4,9311.75
8400812,2022-08-01,18.9,91.5,9622.28
8400812,2022-09-01,14.4,91.5,9796.055
8400812,2022-10-01,9.0,91.6,9953.192
8400812,2022-11-01,0.6,91.7,10118.742
8400812,2022-12-01,-3.4,91.8,10246.06
8400812,2023-01-01,-4.2,91.95,10336.673
8401295,2020-12-01,5.7,0.0,69.8225
8401295,2021-01-01,-3.4,0.26,75.404
8401295,2021-02-01,-5.7,1.15,141.7375
8401295,2021-03-01,-3.4,1.825,192.3125
8401295,2021-04-01,4.2,1.9,197.1125
8401295,2021-05-01,6.3,1.98,225.486
8401295,2021-06-01,13.7,8.125,260.85
8401295,2021-07-01,14.4,36.9,269.824
8401295,2021-08-01,16.9,64.05,276.4875
8401295,2021-09-01,12.6,72.825,296.88
8401295,2021-10-01,6.3,78.06,359.182
8401295,2021-11-01,3.8,82.75,385.5225
8401295,2021-12-01,-4.0,85.45,419.6525
8401295,2022-01-01,-6.6,85.94,2156.884
8401295,2022-02-01,-8.6,89.125,3967.605
8401295,2022-03-01,-4.3,90.55,6024.7974
8401295,2022-04-01,2.1,90.933334,8020.656
8401295,2022-05-01,6.4,91.15,8627.883
8401295,2022-06-01,13.9,91.3,8956.798
8401295,2022-07-01,16.3,91.4,9311.75
8401295,2022-08-01,18.0,91.5,9622.28
8401295,2022-09-01,12.6,91.5,9796.055
8401295,2022-10-01,8.3,91.6,9953.192
8401295,2022-11-01,-0.2,91.7,10118.742
8401295,2022-12-01,-2.8,91.8,10246.06
8401295,2023-01-01,-5.9,91.95,10336.673
8401298,2020-12-01,1.0,0.0,69.8225
8401298,2021-01-01,-2.4,0.26,75.404
8401298,2021-02-01,-4.8,1.15,141.7375
8401298,2021-03-01,-1.5,1.825,192.3125
8401298,2021-04-01,5.5,1.9,197.1125
8401298,2021-05-01,6.8,1.98,225.486
8401298,2021-06-01,15.5,8.125,260.85
8401298,2021-07-01,15.9,36.9,269.824
8401298,2021-08-01,18.6,64.05,276.4875
8401298,2021-09-01,14.1,72.825,296.88
8401298,2021-10-01,7.3,78.06,359.182
8401298,2021-11-01,4.9,82.75,385.5225
8401298,2021-12-01,-2.7,85.45,419.6525
8401298,2022-01-01,-5.3,85.94,2156.884
8401298,2022-02-01,-6.8,89.125,3967.605
8401298,2022-03-01,-3.5,90.55,6024.7974
8401298,2022-04-01,2.6,90.933334,8020.656
8401298,2022-05-01,6.9,91.15,8627.883
8401298,2022-06-01,14.2,91.3,8956.798
8401298,2022-07-01,17.4,91.4,9311.75
8401298,2022-08-01,18.5,91.5,9622.28
8401298,2022-09-01,13.8,91.5,9796.055
8401298,2022-10-01,9.8,91.6,9953.192
8401298,2022-11-01,1.1,91.7,10118.742
8401298,2022-12-01,-1.6,91.8,10246.06
8401298,2023-01-01,-3.6,91.95,10336.673
8401300,2020-12-01,1.5,0.0,69.8225
8401300,2021-01-01,-2.1,0.26,75.404
8401300,2021-02-01,-4.0,1.15,141.7375
8401300,2021-03-01,-1.7,1.825,192.3125
8401300,2021-04-01,5.9,1.9,197.1125
8401300,2021-05-01,7.8,1.98,225.486
8401300,2021-06-01,16.0,8.125,260.85
8401300,2021-07-01,16.5,36.9,269.824
8401300,2021-08-01,19.6,64.05,276.4875
8401300,2021-09-01,15.3,72.825,296.88
8401300,2021-10-01,8.4,78.06,359.182
8401300,2021-11-01,5.9,82.75,385.5225
8401300,2021-12-01,-1.6,85.45,419.6525
8401300,2022-01-01,-3.8,85.94,2156.884
8401300,2022-02-01,-5.4,89.125,3967.605
8401300,2022-03-01,-1.9,90.55,6024.7974
8401300,2022-04-01,4.0,90.933334,8020.656
8401300,2022-05-01,8.0,91.15,8627.883
8401300,2022-06-01,15.0,91.3,8956.798
8401300,2022-07-01,19.2,91.4,9311.75
8401300,2022-08-01,20.3,91.5,9622.28
8401300,2022-09-01,15.2,91.5,9796.055
8401300,2022-10-01,10.8,91.6,9953.192
8401300,2022-11-01,2.2,91.7,10118.742
8401300,2022-12-01,-0.5,91.8,10246.06
8401300,2023-01-01,-2.4,91.95,10336.673
