weatherid,weatherdate,weatherprovinceid,temperature
3010010,2022-05-01,48,8.7
3010060,2022-05-01,48,10.0
3010162,2022-05-01,48,10.2
3010237,2022-05-01,48,10.1
3010650,2022-05-01,48,12.1
4010811,2022-05-01,47,10.9
4010879,2022-05-01,47,10.5
4012403,2022-05-01,47,11.1
4012410,2022-05-01,47,11.2
4013480,2022-05-01,47,10.7
5010140,2022-05-01,46,11.0
5010481,2022-05-01,46,10.1
5010490,2022-05-01,46,10.2
5010547,2022-05-01,46,10.5
5010641,2022-05-01,46,10.9
6010400,2022-05-01,35,6.2
6010735,2022-05-01,35,6.4
6010740,2022-05-01,35,6.3
6012199,2022-05-01,35,9.6
6012501,2022-05-01,35,3.6
7010565,2022-05-01,24,12.9
7011983,2022-05-01,24,12.3
7014160,2022-05-01,24,15.3
7015791,2022-05-01,24,6.0
7016293,2022-05-01,24,12.5
8100300,2022-05-01,13,11.9
8100467,2022-05-01,13,9.7
8100506,2022-05-01,13,10.5
8100885,2022-05-01,13,9.6
8100989,2022-05-01,13,11.6
8200255,2022-05-01,12,9.2
8200558,2022-05-01,12,7.5
8200574,2022-05-01,12,10.6
8200604,2022-05-01,12,10.0
8200774,2022-05-01,12,10.2
8300301,2022-05-01,11,9.5
8300497,2022-05-01,11,10.9
8300562,2022-05-01,11,9.5
8300590,2022-05-01,11,9.9
8300596,2022-05-01,11,10.5
8400601,2022-05-01,10,6.1
8400812,2022-05-01,10,6.3
8401295,2022-05-01,10,6.4
8401298,2022-05-01,10,6.9
8401300,2022-05-01,10,8.0
1011500,2022-06-01,59,16.1
1012475,2022-06-01,59,13.7
1012710,2022-06-01,59,14.5
1014820,2022-06-01,59,14.5
1015630,2022-06-01,59,15.8
2100155,2022-06-01,60,13.6
2100181,2022-06-01,60,11.9
2100184,2022-06-01,60,11.9
2100301,2022-06-01,60,14.9
2100407,2022-06-01,60,15.6
2200105,2022-06-01,61,9.5
2200675,2022-06-01,61,4.1
2200827,2022-06-01,61,10.8
2201022,2022-06-01,61,9.8
2201023,2022-06-01,61,9.4
2300501,2022-06-01,62,9.0
2300503,2022-06-01,62,8.4
2300504,2022-06-01,62,8.3
2300551,2022-06-01,62,8.1
2300710,2022-06-01,62,6.3
3010010,2022-06-01,48,13.7
3010060,2022-06-01,48,14.8
3010162,2022-06-01,48,14.4
3010237,2022-06-01,48,14.8
3010650,2022-06-01,48,15.5
4010811,2022-06-01,47,16.6
4010879,2022-06-01,47,15.7
4012403,2022-06-01,47,16.9
4012410,2022-06-01,47,16.7
4013480,2022-06-01,47,16.1
5010140,2022-06-01,46,17.1
5010481,2022-06-01,46,16.5
5010490,2022-06-01,46,16.6
5010547,2022-06-01,46,16.5
5010641,2022-06-01,46,16.9
6010400,2022-06-01,35,13.4
6010735,2022-06-01,35,12.5
6010740,2022-06-01,35,12.3
6012199,2022-06-01,35,15.0
6012501,2022-06-01,35,8.6
7010565,2022-06-01,24,17.5
7011983,2022-06-01,24,16.1
7014160,2022-06-01,24,18.0
7015791,2022-06-01,24,11.1
7016293,2022-06-01,24,16.4
8100300,2022-06-01,13,15.6
8100467,2022-06-01,13,14.7
8100506,2022-06-01,13,15.1
8100885,2022-06-01,13,14.5
8100989,2022-06-01,13,15.8
8200255,2022-06-01,12,12.3
8200558,2022-06-01,12,12.2
8200574,2022-06-01,12,15.3
8200604,2022-06-01,12,13.3
8200774,2022-06-01,12,15.3
8300301,2022-06-01,11,15.2
8300497,2022-06-01,11,16.1
8300562,2022-06-01,11,14.7
8300590,2022-06-01,11,15.5
8300596,2022-06-01,11,15.8
8400601,2022-06-01,10,11.1
8400812,2022-06-01,10,13.5
8401295,2022-06-01,10,13.9
8401298,2022-06-01,10,14.2
8401300,2022-06-01,10,15.0
1011500,2022-07-01,59,20.0
1012475,2022-07-01,59,15.1
1012710,2022-07-01,59,16.3
1014820,2022-07-01,59,19.3
1015630,2022-07-01,59,19.8
2100155,2022-07-01,60,14.5
2100181,2022-07-01,60,13.4
2100184,2022-07-01,60,13.4
2100301,2022-07-01,60,15.7
2100407,2022-07-01,60,16.0
2200105,2022-07-01,61,15.5
2200675,2022-07-01,61,8.7
2200827,2022-07-01,61,16.3
2201022,2022-07-01,61,14.8
2201023,2022-07-01,61,14.9
2300501,2022-07-01,62,14.9
2300503,2022-07-01,62,14.4
2300504,2022-07-01,62,14.7
2300551,2022-07-01,62,15.1
2300710,2022-07-01,62,12.7
3010010,2022-07-01,48,16.1
3010060,2022-07-01,48,17.4
3010162,2022-07-01,48,17.8
3010237,2022-07-01,48,17.0
3010650,2022-07-01,48,18.1
4010811,2022-07-01,47,18.8
4010879,2022-07-01,47,18.5
4012403,2022-07-01,47,19.4
4012410,2022-07-01,47,19.4
4013480,2022-07-01,47,18.1
5010140,2022-07-01,46,20.4
5010481,2022-07-01,46,19.1
5010490,2022-07-01,46,19.5
5010547,2022-07-01,46,19.2
5010641,2022-07-01,46,19.7
6010400,2022-07-01,35,14.8
6010735,2022-07-01,35,16.3
6010740,2022-07-01,35,16.3
6012199,2022-07-01,35,18.2
6012501,2022-07-01,35,11.7
7010565,2022-07-01,24,21.1
7011983,2022-07-01,24,18.5
7014160,2022-07-01,24,21.1
7015791,2022-07-01,24,13.7
7016293,2022-07-01,24,19.4
8100300,2022-07-01,13,19.6
8100467,2022-07-01,13,19.6
8100506,2022-07-01,13,19.6
8100885,2022-07-01,13,19.1
8100989,2022-07-01,13,20.4
8200255,2022-07-01,12,13.9
8200558,2022-07-01,12,14.5
8200574,2022-07-01,12,18.8
8200604,2022-07-01,12,16.9
8200774,2022-07-01,12,20.8
8300301,2022-07-01,11,20.2
8300497,2022-07-01,11,20.5
8300562,2022-07-01,11,20.0
8300590,2022-07-01,11,20.6
8300596,2022-07-01,11,19.9
8400601,2022-07-01,10,17.5
8400812,2022-07-01,10,16.3
8401295,2022-07-01,10,16.3
8401298,2022-07-01,10,17.4
8401300,2022-07-01,10,19.2
1011500,2022-08-01,59,21.3
1012475,2022-08-01,59,16.3
1012710,2022-08-01,59,17.4
1014820,2022-08-01,59,21.0
1015630,2022-08-01,59,20.7
2100155,2022-08-01,60,11.9
2100181,2022-08-01,60,11.1
2100184,2022-08-01,60,11.1
2100301,2022-08-01,60,14.5
2100407,2022-08-01,60,13.8
2200105,2022-08-01,61,12.4
2200675,2022-08-01,61,6.5
2200827,2022-08-01,61,13.5
2201022,2022-08-01,61,14.4
2201023,2022-08-01,61,14.6
2300501,2022-08-01,62,11.1
2300503,2022-08-01,62,12.3
2300504,2022-08-01,62,11.4
2300551,2022-08-01,62,12.0
2300710,2022-08-01,62,11.3
3010010,2022-08-01,48,16.1
3010060,2022-08-01,48,18.0
3010162,2022-08-01,48,18.9
3010237,2022-08-01,48,17.6
3010650,2022-08-01,48,19.8
4010811,2022-08-01,47,18.9
4010879,2022-08-01,47,18.6
4012403,2022-08-01,47,19.8
4012410,2022-08-01,47,19.9
4013480,2022-08-01,47,18.3
5010140,2022-08-01,46,19.9
5010481,2022-08-01,46,18.7
5010490,2022-08-01,46,19.2
5010547,2022-08-01,46,18.7
5010641,2022-08-01,46,18.9
6010400,2022-08-01,35,15.0
6010735,2022-08-01,35,15.5
6010740,2022-08-01,35,15.4
6012199,2022-08-01,35,17.7
6012501,2022-08-01,35,14.4
7010565,2022-08-01,24,20.6
7011983,2022-08-01,24,18.5
7014160,2022-08-01,24,20.5
7015791,2022-08-01,24,14.0
7016293,2022-08-01,24,19.2
8100300,2022-08-01,13,19.4
8100467,2022-08-01,13,19.6
8100506,2022-08-01,13,19.3
8100885,2022-08-01,13,18.8
8100989,2022-08-01,13,19.8
8200255,2022-08-01,12,15.8
8200558,2022-08-01,12,19.0
8200574,2022-08-01,12,20.6
8200604,2022-08-01,12,17.2
8200774,2022-08-01,12,21.2
8300301,2022-08-01,11,20.2
8300497,2022-08-01,11,20.5
8300562,2022-08-01,11,20.2
8300590,2022-08-01,11,20.6
8300596,2022-08-01,11,20.7
8400601,2022-08-01,10,18.9
8400812,2022-08-01,10,18.9
8401295,2022-08-01,10,18.0
8401298,2022-08-01,10,18.5
8401300,2022-08-01,10,20.3
1011500,2022-09-01,59,17.7
1012475,2022-09-01,59,15.1
1012710,2022-09-01,59,15.8
1014820,2022-09-01,59,17.8
1015630,2022-09-01,59,16.7
2100155,2022-09-01,60,5.7
2100181,2022-09-01,60,6.1
2100184,2022-09-01,60,5.9
2100301,2022-09-01,60,8.5
2100407,2022-09-01,60,7.9
2200105,2022-09-01,61,6.0
2200675,2022-09-01,61,2.2
2200827,2022-09-01,61,6.2
2201022,2022-09-01,61,7.0
2201023,2022-09-01,61,7.2
2300501,2022-09-01,62,5.1
2300503,2022-09-01,62,4.5
2300504,2022-09-01,62,5.0
2300551,2022-09-01,62,5.3
2300710,2022-09-01,62,5.5
3010010,2022-09-01,48,11.7
3010060,2022-09-01,48,12.6
3010162,2022-09-01,48,13.7
3010237,2022-09-01,48,12.6
3010650,2022-09-01,48,14.2
4010811,2022-09-01,47,14.3
4010879,2022-09-01,47,13.7
4012403,2022-09-01,47,17.0
4012410,2022-09-01,47,15.2
4013480,2022-09-01,47,13.7
5010140,2022-09-01,46,14.3
5010481,2022-09-01,46,13.5
5010490,2022-09-01,46,13.9
5010547,2022-09-01,46,14.1
5010641,2022-09-01,46,14.4
6010400,2022-09-01,35,11.3
6010735,2022-09-01,35,11.2
6010740,2022-09-01,35,10.5
6012199,2022-09-01,35,12.2
6012501,2022-09-01,35,11.1
7010565,2022-09-01,24,14.9
7011983,2022-09-01,24,13.1
7014160,2022-09-01,24,14.9
7015791,2022-09-01,24,8.7
7016293,2022-09-01,24,13.7
8100300,2022-09-01,13,14.5
8100467,2022-09-01,13,13.9
8100506,2022-09-01,13,14.1
8100885,2022-09-01,13,13.7
8100989,2022-09-01,13,14.6
8200255,2022-09-01,12,15.5
8200558,2022-09-01,12,16.9
8200574,2022-09-01,12,15.6
8200604,2022-09-01,12,14.8
8200774,2022-09-01,12,17.0
8300301,2022-09-01,11,14.8
8300497,2022-09-01,11,14.7
8300562,2022-09-01,11,15.1
8300590,2022-09-01,11,15.5
8300596,2022-09-01,11,15.2
8400601,2022-09-01,10,14.5
8400812,2022-09-01,10,14.4
8401295,2022-09-01,10,12.6
8401298,2022-09-01,10,13.8
8401300,2022-09-01,10,15.2
1011500,2022-10-01,59,13.8
1012475,2022-10-01,59,12.6
1012710,2022-10-01,59,12.1
1014820,2022-10-01,59,13.8
1015630,2022-10-01,59,12.8
2100155,2022-10-01,60,-5.1
2100181,2022-10-01,60,-4.2
2100184,2022-10-01,60,-2.3
2100301,2022-10-01,60,1.0
2100407,2022-10-01,60,-2.6
2200105,2022-10-01,61,-4.6
2200675,2022-10-01,61,-4.4
2200827,2022-10-01,61,-4.0
2201022,2022-10-01,61,-1.4
2201023,2022-10-01,61,-1.5
2300501,2022-10-01,62,-3.7
2300503,2022-10-01,62,-5.4
2300504,2022-10-01,62,-4.7
2300551,2022-10-01,62,-2.7
2300710,2022-10-01,62,-1.7
3010010,2022-10-01,48,6.0
3010060,2022-10-01,48,6.2
3010162,2022-10-01,48,7.4
3010237,2022-10-01,48,5.9
3010650,2022-10-01,48,7.6
4010811,2022-10-01,47,5.8
4010879,2022-10-01,47,5.2
4012403,2022-10-01,47,4.2
4012410,2022-10-01,47,6.4
4013480,2022-10-01,47,5.6
5010140,2022-10-01,46,6.6
5010481,2022-10-01,46,5.5
5010490,2022-10-01,46,6.0
5010547,2022-10-01,46,6.5
5010641,2022-10-01,46,6.5
6010400,2022-10-01,35,5.9
6010735,2022-10-01,35,4.1
6010740,2022-10-01,35,4.0
6012199,2022-10-01,35,5.6
6012501,2022-10-01,35,3.9
7010565,2022-10-01,24,9.6
7011983,2022-10-01,24,7.6
7014160,2022-10-01,24,9.4
7015791,2022-10-01,24,5.4
7016293,2022-10-01,24,8.1
8100300,2022-10-01,13,10.1
8100467,2022-10-01,13,10.3
8100506,2022-10-01,13,9.5
8100885,2022-10-01,13,9.3
8100989,2022-10-01,13,10.9
8200255,2022-10-01,12,13.1
8200558,2022-10-01,12,12.7
8200574,2022-10-01,12,11.2
8200604,2022-10-01,12,12.7
8200774,2022-10-01,12,13.0
8300301,2022-10-01,11,11.9
8300497,2022-10-01,11,11.3
8300562,2022-10-01,11,11.9
8300590,2022-10-01,11,12.5
8300596,2022-10-01,11,12.4
8400601,2022-10-01,10,11.1
8400812,2022-10-01,10,9.0
8401295,2022-10-01,10,8.3
8401298,2022-10-01,10,9.8
8401300,2022-10-01,10,10.8
1011500,2022-11-01,59,4.3
1012475,2022-11-01,59,6.4
1012710,2022-11-01,59,5.7
1014820,2022-11-01,59,3.3
1015630,2022-11-01,59,3.6
2100155,2022-11-01,60,-17.3
2100181,2022-11-01,60,-12.6
2100184,2022-11-01,60,-12.8
2100301,2022-11-01,60,-13.2
2100407,2022-11-01,60,-15.0
2200105,2022-11-01,61,-13.8
2200675,2022-11-01,61,-13.0
2200827,2022-11-01,61,-14.7
2201022,2022-11-01,61,-13.1
2201023,2022-11-01,61,-13.0
2300501,2022-11-01,62,-20.5
2300503,2022-11-01,62,-20.7
2300504,2022-11-01,62,-20.3
2300551,2022-11-01,62,-15.4
2300710,2022-11-01,62,-16.9
3010010,2022-11-01,48,-9.1
3010060,2022-11-01,48,-9.3
3010162,2022-11-01,48,-8.0
3010237,2022-11-01,48,-9.4
3010650,2022-11-01,48,-8.2
4010811,2022-11-01,47,-8.0
4010879,2022-11-01,47,-7.5
4012403,2022-11-01,47,-7.0
4012410,2022-11-01,47,-6.9
4013480,2022-11-01,47,-8.0
5010140,2022-11-01,46,-5.3
5010481,2022-11-01,46,-6.0
5010490,2022-11-01,46,-5.7
5010547,2022-11-01,46,-5.2
5010641,2022-11-01,46,-4.8
6010400,2022-11-01,35,-4.6
6010735,2022-11-01,35,-7.5
6010740,2022-11-01,35,-7.7
6012199,2022-11-01,35,-3.8
6012501,2022-11-01,35,-8.0
7010565,2022-11-01,24,2.1
7011983,2022-11-01,24,0.1
7014160,2022-11-01,24,3.3
7015791,2022-11-01,24,-3.2
7016293,2022-11-01,24,0.3
8100300,2022-11-01,13,1.7
8100467,2022-11-01,13,2.6
8100506,2022-11-01,13,1.2
8100885,2022-11-01,13,0.9
8100989,2022-11-01,13,2.5
8200255,2022-11-01,12,7.5
8200558,2022-11-01,12,6.7
8200574,2022-11-01,12,5.9
8200604,2022-11-01,12,7.6
8200774,2022-11-01,12,6.4
8300301,2022-11-01,11,4.8
8300497,2022-11-01,11,4.0
8300562,2022-11-01,11,5.5
8300590,2022-11-01,11,5.6
8300596,2022-11-01,11,4.7
8400601,2022-11-01,10,3.1
8400812,2022-11-01,10,0.6
8401295,2022-11-01,10,-0.2
8401298,2022-11-01,10,1.1
8401300,2022-11-01,10,2.2
1011500,2022-12-01,59,2.2
1012475,2022-12-01,59,4.3
1012710,2022-12-01,59,3.7
1014820,2022-12-01,59,0.6
1015630,2022-12-01,59,1.4
2100155,2022-12-01,60,-25.8
2100181,2022-12-01,60,-24.4
2100184,2022-12-01,60,-24.5
2100301,2022-12-01,60,-24.1
2100407,2022-12-01,60,-26.1
2200105,2022-12-01,61,-24.2
2200675,2022-12-01,61,-23.9
2200827,2022-12-01,61,-22.7
2201022,2022-12-01,61,-24.6
2201023,2022-12-01,61,-24.6
2300501,2022-12-01,62,-26.2
2300503,2022-12-01,62,-26.4
2300504,2022-12-01,62,-26.2
2300551,2022-12-01,62,-26.4
2300710,2022-12-01,62,-21.4
3010010,2022-12-01,48,-19.2
3010060,2022-12-01,48,-19.2
3010162,2022-12-01,48,-16.5
3010237,2022-12-01,48,-19.6
3010650,2022-12-01,48,-17.3
4010811,2022-12-01,47,-17.0
4010879,2022-12-01,47,-17.2
4012403,2022-12-01,47,-16.3
4012410,2022-12-01,47,-16.5
4013480,2022-12-01,47,-17.3
5010140,2022-12-01,46,-14.2
5010481,2022-12-01,46,-16.5
5010490,2022-12-01,46,-16.3
5010547,2022-12-01,46,-15.5
5010641,2022-12-01,46,-15.1
6010400,2022-12-01,35,-14.2
6010735,2022-12-01,35,-17.9
6010740,2022-12-01,35,-17.9
6012199,2022-12-01,35,-13.9
6012501,2022-12-01,35,-17.3
7010565,2022-12-01,24,-2.4
7011983,2022-12-01,24,-3.7
7014160,2022-12-01,24,-2.3
7015791,2022-12-01,24,-7.7
7016293,2022-12-01,24,-3.9
8100300,2022-12-01,13,-2.6
8100467,2022-12-01,13,-1.8
8100506,2022-12-01,13,-3.6
8100885,2022-12-01,13,-4.0
8100989,2022-12-01,13,-2.2
8200255,2022-12-01,12,3.9
8200558,2022-12-01,12,3.3
8200574,2022-12-01,12,1.6
8200604,2022-12-01,12,3.2
8200774,2022-12-01,12,1.8
8300301,2022-12-01,11,-0.3
8300497,2022-12-01,11,-0.2
8300562,2022-12-01,11,0.7
8300590,2022-12-01,11,0.8
8300596,2022-12-01,11,-0.3
8400601,2022-12-01,10,1.1
8400812,2022-12-01,10,-3.4
8401295,2022-12-01,10,-2.8
8401298,2022-12-01,10,-1.6
8401300,2022-12-01,10,-0.5
1011500,2023-01-01,59,5.5
1012475,2023-01-01,59,6.9
1012710,2023-01-01,59,6.5
1014820,2023-01-01,59,3.8
1015630,2023-01-01,59,4.9
2100155,2023-01-01,60,-21.0
2100181,2023-01-01,60,-14.8
2100184,2023-01-01,60,-15.1
2100301,2023-01-01,60,-14.6
2100407,2023-01-01,60,-15.0
2200105,2023-01-01,61,-22.7
2200675,2023-01-01,61,-22.3
2200827,2023-01-01,61,-22.7
2201022,2023-01-01,61,-20.0
2201023,2023-01-01,61,-19.9
2300501,2023-01-01,62,-27.1
2300503,2023-01-01,62,-27.5
2300504,2023-01-01,62,-27.0
2300551,2023-01-01,62,-25.6
2300710,2023-01-01,62,-27.2
3010010,2023-01-01,48,-10.4
3010060,2023-01-01,48,-10.3
3010162,2023-01-01,48,-8.0
3010237,2023-01-01,48,-10.4
3010650,2023-01-01,48,-8.7
4010811,2023-01-01,47,-11.9
4010879,2023-01-01,47,-12.5
4012403,2023-01-01,47,-12.0
4012410,2023-01-01,47,-11.7
4013480,2023-01-01,47,-11.8
5010140,2023-01-01,46,-11.9
5010481,2023-01-01,46,-15.0
5010490,2023-01-01,46,-14.5
5010547,2023-01-01,46,-14.1
5010641,2023-01-01,46,-13.5
6010400,2023-01-01,35,-18.9
6010735,2023-01-01,35,-16.8
6010740,2023-01-01,35,-17.3
6012199,2023-01-01,35,-11.7
6012501,2023-01-01,35,-20.0
7010565,2023-01-01,24,-5.8
7011983,2023-01-01,24,-7.9
7014160,2023-01-01,24,-5.8
7015791,2023-01-01,24,-12.1
7016293,2023-01-01,24,-7.4
8100300,2023-01-01,13,-5.7
8100467,2023-01-01,13,-4.8
8100506,2023-01-01,13,-6.9
8100885,2023-01-01,13,-7.1
8100989,2023-01-01,13,-5.5
8200255,2023-01-01,12,3.2
8200558,2023-01-01,12,1.7
8200574,2023-01-01,12,0.7
8200604,2023-01-01,12,2.3
8200774,2023-01-01,12,-0.2
8300301,2023-01-01,11,-2.1
8300497,2023-01-01,11,-3.4
8300562,2023-01-01,11,-1.2
8300590,2023-01-01,11,-1.5
8300596,2023-01-01,11,-2.7
8400601,2023-01-01,10,-0.8
8400812,2023-01-01,10,-4.2
8401295,2023-01-01,10,-5.9
8401298,2023-01-01,10,-3.6
8401300,2023-01-01,10,-2.4
